libname,memname,memtype,name,type,length,npos,varnum,label,format,informat,idxusage,sortedby,xtype,notnull,precision,scale,transcode
NSFG,FEMRESPDATA_2015_2017,DATA,CASEID,num,6,1276,1,Respondent ID number,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,RSCRNINF,num,3,1282,2,Whether R was also the screener informant,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,RSCRAGE,num,3,1285,3,R's age as reported in screener,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,RSCRHISP,num,3,1288,4,R's Hispanic origin as reported in screener,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,RSCRRACE,num,3,1291,5,R's race as reported in screener,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,AGE_A,num,3,1294,6,AA-1 R's age at interview,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,AGE_R,num,3,1297,7,R's age at interview,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,AGESCRN,num,3,1300,8,R's age at screener,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HISP,num,3,1303,9,AC-1 R is of Hispanic/Latina origin,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HISPGRP,num,3,1306,10,AC-2 Hispanic/Latina origin -- group,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,PRIMLANG1,num,3,1309,11,AC-6 Language spoken in home - 1st mention,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,PRIMLANG2,num,3,1312,12,AC-6 Language spoken in home - 2nd mention,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,PRIMLANG3,num,3,1315,13,AC-6 Language spoken in home - 3rd mention,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,ROSCNT,num,3,1318,14,Number of HH members based on HH roster,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,NUMCHILD,num,3,1321,15,Number of children in HH < 13 yrs with RELAR = codes 3 to 8,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HHKIDS18,num,3,1324,16,Number of children in HH < 19 yrs with RELAR = codes 3 to 10,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,DAUGHT918,num,3,1327,17,Number of daughters in HH 9-18 yrs with RELAR = 3 or 5,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,SON918,num,3,1330,18,Number of sons in HH 9-18 yrs with RELAR = 3 or 5,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,NONBIOKIDS,num,3,1333,19,Number of children in HH < 19 yrs with RELAR = codes 4 to 10,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MARSTAT,num,3,1336,20,AD-7b R's marital status,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,FMARSTAT,num,3,1339,21,AD-7c R's formal marital status,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,FMARIT,num,3,1342,22,Formal marital status at time of interview,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EVRMARRY,num,3,1345,23,Whether R was ever married,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HPLOCALE,num,3,1348,24,"AD-8 Where H/P currently lives, if not on HH roster",,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MANREL,num,3,1351,25,Man in HH is R's husband or cohabiting partner,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,GOSCHOL,num,3,1354,26,AF-1 R currently enrolled in regular school,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,VACA,num,3,1357,27,AF-2 R on vacation from school,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HIGRADE,num,3,1360,28,AF-3 R's current grade in school or highest grade/year attended,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,COMPGRD,num,3,1363,29,AF-4 R completed current grade or highest grade/year attended,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,DIPGED,num,3,1366,30,"AF-6 Which - high school diploma, GED, or both - does R have?",,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EARNHS_Y,num,4,16,31,AF-7 Year high school diploma obtained,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HISCHGRD,num,3,1369,32,"AF-8 R not in sch, no dipl-last grade of elem/jr/hi sch attended",,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,LSTGRADE,num,3,1372,33,Highest grade of elem/junior/high school R attended,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MYSCHOL_Y,num,4,20,34,AF-9 Year R last attended elem/jr/hi sch-R not in sch/no dipl,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,HAVEDEG,num,3,1375,35,AF-10 R has college or university degree,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,DEGREES,num,3,1378,36,AF-11 R's highest college or university degree received,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EARNBA_Y,num,4,24,37,AF-12 Year R received her Bachelor's degree,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EXPSCHL,num,3,1381,38,AF-13 Expect to go back to school,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EXPGRADE,num,3,1384,39,AF-14 Highest grade/degree expect to complete,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,WTHPARNW,num,3,1387,40,R is living with parents or parent figures - based on HH roster,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,ONOWN,num,3,1390,41,AG-0a Did R ever live away from parents/guardians before age 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,ONOWN18,num,3,1393,42,Whether R lived on own before age 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,INTACT,num,3,1396,43,AG-1 R always lived with both biological/adoptive parents,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,PARMARR,num,3,1399,44,AG-2 R's biological parents married at R's birth,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,INTACT18,num,3,1402,45,Whether R lived in intact family from birth to age 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,LVSIT14F,num,3,1405,46,AG-3 Female parent/parent-figure at age 14 - fam not intact thru 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,LVSIT14M,num,3,1408,47,AG-4 Male parent/parent-figure at age 14 - fam not intact thru 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,WOMRASDU,num,3,1411,48,AG-5 Woman who raised R during teens - fam not intact thru 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MOMDEGRE,num,3,1414,49,AG-6 Highest level of education female parent (figure) completed,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MOMWORKD,num,3,1417,50,AG-7 Female parent (figure) worked full/parttime when R was 5-15,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MOMFSTCH,num,3,1420,51,AG-9 Age of female parent (figure) at her first birth,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MOM18,num,3,1423,52,AG-10 Estimated age of female parent (figure) at her first birth,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MANRASDU,num,3,1426,53,AG-11 Man who raised R during teens - fam not intact thru 18,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,R_FOSTER,num,3,1429,54,Whether R is living/has lived with a foster parent (FC A-32a),,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,EVRFSTER,num,3,1432,55,AG-13 R ever lived in a foster home,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MNYFSTER,num,3,1435,56,AG-14 Number of foster homes R lived in,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,DURFSTER,num,3,1438,57,AG-15 Total time spent in foster care,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MENARCHE,num,3,1441,58,BA-1 Age at first menstrual period,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,PREGNOWQ,num,3,1444,59,BA-2 Whether R is currently pregnant,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,MAYBPREG,num,3,1447,60,BA-3 Whether R is probably pregnant now,,,,0,num,no,0,,yes
NSFG,FEMRESPDATA_2015_2017,DATA,NUMPREGS,num,3,1450,61,BB-1 Number of pregnancies in lifetime (including current),,,,0,num,no,0,,yes
