libname,memname,memtype,name,type,length,npos,varnum,label,format,informat,idxusage,sortedby,xtype,notnull,precision,scale,transcode
NSFG,MALEDATA_2017_2019,DATA,CASEID,num,6,824,1,Respondent ID number,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,RSCRNINF,num,3,830,2,Whether R was also the screener informant,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,RSCRAGE,num,3,833,3,R's age as reported in screener,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,RSCRHISP,num,3,836,4,R's Hispanic origin as reported in screener,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,RSCRRACE,num,3,839,5,R's race as reported in screener,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,AGE_A,num,3,842,6,AA-1 R's age at interview,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,AGE_R,num,3,845,7,R's age at interview,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,AGESCRN,num,3,848,8,R's age at screener,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,HISP,num,3,851,9,AC-1 R is of Hispanic/Latino origin,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,HISPGRP,num,3,854,10,AC-2 Hispanic/Latino origin -- group,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,PRIMLANG1,num,3,857,11,AC-6 Language spoken in home - 1st mention,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,PRIMLANG2,num,3,860,12,AC-6 Language spoken in home - 2nd mention,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,PRIMLANG3,num,3,863,13,AC-6 Language spoken in home - 3rd mention,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,ROSCNT,num,3,866,14,Total number of HH members based on HH roster,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,MARSTAT,num,3,869,15,AD-7b R's marital status,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,FMARSTAT,num,3,872,16,AD-7c R's formal marital status,,,,0,num,no,0,,yes
NSFG,MALEDATA_2017_2019,DATA,FMARIT,num,3,875,17,Formal marital status at time of interview,,,,0,num,no,0,,yes
